Age,Churn,Number of Referrals,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
75,No,5,Two Year,No,Yes,No,Yes
75,No,2,Two Year,No,Yes,Yes,Yes
71,No,8,Two Year,No,Yes,Yes,Yes
72,No,0,One Year,No,No,No,No
76,No,0,Two Year,No,No,Yes,No
70,No,0,Two Year,No,No,No,No
73,No,3,Two Year,No,Yes,Yes,Yes
78,No,0,Two Year,No,No,No,No
74,No,4,Two Year,No,Yes,Yes,Yes
73,No,0,Two Year,No,Yes,No,No
69,No,7,Two Year,No,Yes,Yes,Yes
73,No,10,Two Year,No,Yes,Yes,Yes
79,No,5,One Year,No,Yes,Yes,Yes
72,No,0,Two Year,No,No,No,No
75,No,10,Two Year,No,Yes,Yes,Yes
68,No,0,Two Year,No,No,No,No
66,No,0,Two Year,No,No,No,No
74,No,0,Two Year,No,No,Yes,No
78,No,7,Two Year,No,Yes,Yes,Yes
73,No,0,Two Year,No,No,No,No
79,No,6,Two Year,Yes,Yes,Yes,Yes
69,No,0,Two Year,No,No,No,No
68,No,4,Two Year,No,Yes,No,Yes
70,No,1,Two Year,No,Yes,No,Yes
69,No,6,Two Year,No,Yes,No,Yes
75,No,0,Two Year,No,No,Yes,No
75,No,0,Two Year,No,No,Yes,No
67,No,1,Two Year,No,Yes,Yes,Yes
65,No,1,Two Year,No,Yes,No,Yes
67,No,1,One Year,No,Yes,No,Yes
74,No,1,One Year,No,Yes,No,Yes
72,No,0,Two Year,Yes,No,Yes,No
77,No,0,Two Year,No,No,No,No
72,No,0,Two Year,No,No,No,No
75,No,10,One Year,No,Yes,No,Yes
79,No,0,One Year,No,Yes,No,No
72,No,0,Two Year,No,No,No,No
66,No,0,Two Year,No,No,No,No
65,No,0,Two Year,No,No,No,No
66,No,10,One Year,No,Yes,No,Yes
77,No,1,Two Year,No,Yes,No,Yes
68,No,5,Two Year,No,Yes,No,Yes
65,No,5,Two Year,No,Yes,No,Yes
73,No,10,One Year,No,Yes,No,Yes
69,No,0,One Year,No,No,Yes,No
67,No,1,Two Year,No,Yes,Yes,Yes
67,No,0,Two Year,No,No,No,No
80,No,0,Two Year,No,No,No,No
80,No,0,Two Year,Yes,No,Yes,No
67,No,0,Two Year,No,No,Yes,No
72,No,1,Two Year,No,Yes,No,Yes
73,No,1,One Year,Yes,Yes,No,Yes
74,No,8,Two Year,No,Yes,Yes,Yes
79,No,0,Two Year,No,No,Yes,No
73,No,10,One Year,No,Yes,Yes,Yes
65,No,0,Two Year,No,No,No,No
79,No,6,Two Year,No,Yes,Yes,Yes
79,No,0,Two Year,No,No,Yes,No
65,No,8,Two Year,No,Yes,No,Yes
78,No,8,Two Year,Yes,Yes,Yes,Yes
75,No,0,Two Year,No,No,No,No
70,No,6,Two Year,No,Yes,No,Yes
75,No,0,Two Year,No,No,Yes,No
75,No,0,Two Year,No,No,No,No
76,No,8,One Year,Yes,Yes,Yes,Yes
72,No,0,One Year,No,No,Yes,No
69,No,5,Two Year,No,Yes,Yes,Yes
69,No,4,Two Year,No,Yes,Yes,Yes
76,No,0,Two Year,No,No,No,No
78,No,2,Two Year,Yes,Yes,Yes,Yes
68,No,0,Two Year,No,No,Yes,No
65,No,0,Two Year,No,No,No,No
78,No,9,Two Year,No,Yes,No,Yes
67,No,1,Two Year,No,Yes,No,Yes
73,No,0,Two Year,Yes,No,No,No
72,No,7,Two Year,No,Yes,Yes,Yes
71,No,0,Two Year,No,No,No,No
78,No,0,One Year,No,No,Yes,No
66,No,8,Two Year,No,Yes,Yes,Yes
78,No,0,Two Year,No,No,No,No
76,No,0,Two Year,Yes,No,No,No
72,No,6,Two Year,No,Yes,No,Yes
73,No,0,Two Year,No,No,No,No
75,No,7,Two Year,No,Yes,No,Yes
74,No,3,One Year,No,Yes,No,Yes
76,No,9,Two Year,No,Yes,Yes,Yes
68,No,3,Two Year,No,Yes,Yes,Yes
66,No,0,Two Year,No,No,No,No
70,No,0,One Year,No,No,No,No
65,No,2,One Year,Yes,Yes,Yes,Yes
73,No,8,One Year,Yes,Yes,No,Yes
68,No,10,Two Year,No,Yes,Yes,Yes
76,No,0,Two Year,No,No,No,No
65,No,0,Two Year,No,No,No,No
76,No,0,Two Year,No,No,No,No
79,No,0,Two Year,No,No,No,No
69,No,0,One Year,No,No,No,No
78,No,3,Two Year,No,Yes,No,Yes
77,No,0,Two Year,No,No,No,No
70,No,1,One Year,Yes,Yes,Yes,Yes
71,No,1,Two Year,No,Yes,Yes,Yes
68,No,0,Two Year,No,No,No,No
71,No,7,One Year,No,Yes,Yes,Yes
74,No,6,Two Year,No,Yes,No,Yes
78,No,0,Two Year,No,No,No,No
70,No,0,Two Year,No,No,No,No
65,No,0,One Year,No,No,No,No
68,No,0,Two Year,No,No,Yes,No
73,No,0,Two Year,No,No,No,No
68,No,0,Two Year,No,No,Yes,No
65,No,7,Two Year,No,Yes,No,Yes
77,No,7,Two Year,No,Yes,Yes,Yes
68,No,2,One Year,No,Yes,Yes,Yes
66,No,3,One Year,No,Yes,No,Yes
76,No,6,One Year,No,Yes,No,Yes
67,No,8,Two Year,Yes,Yes,No,Yes
80,No,0,Two Year,No,No,No,No
67,No,0,Two Year,No,No,No,No
78,No,10,Two Year,Yes,Yes,No,Yes
66,No,6,One Year,No,Yes,No,Yes
76,No,0,Two Year,No,Yes,No,No
79,No,1,Two Year,No,Yes,No,Yes
67,No,0,One Year,No,No,No,No
74,No,0,Two Year,No,No,No,No
69,No,1,Two Year,No,Yes,No,Yes
65,No,7,Two Year,No,Yes,Yes,Yes
80,No,0,Two Year,No,No,No,No
69,No,0,Two Year,No,No,No,No
74,No,0,Two Year,No,No,No,No
71,No,7,One Year,No,Yes,Yes,Yes
71,No,0,Two Year,No,No,No,No
71,No,0,One Year,No,No,No,No
67,No,6,One Year,No,Yes,No,Yes
80,No,1,Two Year,No,Yes,Yes,Yes
75,No,8,Two Year,No,Yes,No,Yes
67,No,1,Two Year,Yes,Yes,No,Yes
68,No,0,Two Year,No,No,No,No
75,No,0,Two Year,No,No,Yes,No
74,No,3,One Year,No,Yes,No,Yes
80,No,0,Two Year,No,No,No,No
66,No,0,Two Year,No,No,No,No
79,No,0,Two Year,No,No,No,No
73,No,2,Two Year,No,Yes,No,Yes
74,No,4,Two Year,No,Yes,No,Yes
69,No,9,Two Year,Yes,Yes,No,Yes
71,No,0,Two Year,No,No,No,No
65,No,0,Two Year,No,No,Yes,No
73,No,3,One Year,No,Yes,Yes,Yes
72,No,1,One Year,Yes,Yes,No,Yes
71,No,0,Two Year,No,No,No,No
74,No,3,Two Year,Yes,Yes,No,Yes
69,No,6,Two Year,No,Yes,Yes,Yes
76,No,0,Two Year,No,Yes,No,No
69,No,8,One Year,No,Yes,No,Yes
73,No,0,Two Year,No,No,No,No
67,No,1,Two Year,No,Yes,No,Yes
70,No,1,Two Year,No,Yes,Yes,Yes
79,No,4,Two Year,No,Yes,No,Yes
69,No,0,Two Year,No,No,No,No
79,No,7,Two Year,No,Yes,No,Yes
70,No,9,One Year,No,Yes,No,Yes
70,No,0,Two Year,No,No,No,No
79,No,5,Two Year,No,Yes,No,Yes
72,No,0,Two Year,No,No,No,No
76,No,0,Two Year,No,No,No,No
70,No,1,Two Year,No,Yes,Yes,Yes
70,No,1,Two Year,Yes,Yes,No,Yes
77,No,3,Two Year,No,Yes,Yes,Yes
71,No,5,One Year,No,Yes,Yes,Yes
80,No,8,Two Year,No,Yes,No,Yes
75,No,0,Two Year,No,No,No,No
72,No,0,Two Year,No,No,No,No
68,No,6,Two Year,No,Yes,No,Yes
73,No,0,Two Year,No,No,No,No
79,No,5,Two Year,Yes,Yes,No,Yes
72,No,2,Two Year,No,Yes,No,Yes
78,No,10,Two Year,No,Yes,No,Yes
76,No,0,Two Year,No,No,No,No
77,No,0,Two Year,No,No,No,No
69,No,0,Two Year,No,Yes,No,No
71,No,8,Two Year,No,Yes,No,Yes
65,No,0,Two Year,No,No,No,No
78,No,0,Two Year,No,No,Yes,No
80,No,0,Two Year,No,No,No,No
71,No,0,Two Year,No,No,No,No
79,No,0,One Year,No,No,No,No
78,No,0,Two Year,No,No,No,No
80,No,0,Two Year,No,No,Yes,No
67,No,0,Two Year,No,No,No,No
74,No,9,One Year,Yes,Yes,No,Yes
73,No,8,Two Year,No,Yes,No,Yes
75,No,2,Two Year,No,Yes,Yes,Yes
80,No,10,One Year,No,Yes,Yes,Yes
65,No,0,Two Year,No,No,No,No
70,No,5,Two Year,No,Yes,No,Yes
80,No,0,Two Year,No,No,No,No
79,No,7,One Year,No,Yes,Yes,Yes
68,No,0,Two Year,No,No,No,No
73,No,0,Two Year,No,No,No,No
70,No,0,Two Year,No,No,No,No
77,No,0,Two Year,No,No,Yes,No
73,No,0,Two Year,No,No,No,No
74,No,0,Two Year,No,No,Yes,No
78,No,0,Two Year,No,No,No,No
76,No,5,Two Year,No,Yes,No,Yes
66,No,6,Two Year,Yes,Yes,No,Yes
65,No,9,One Year,No,Yes,Yes,Yes
65,No,0,Two Year,No,No,No,No
76,No,7,Two Year,Yes,Yes,Yes,Yes
74,No,9,Two Year,No,Yes,Yes,Yes
76,No,0,Two Year,No,No,No,No
79,No,8,Two Year,No,Yes,No,Yes
79,No,2,One Year,No,Yes,Yes,Yes
76,No,10,One Year,No,Yes,No,Yes
73,No,4,Two Year,No,Yes,Yes,Yes
79,No,0,Two Year,No,No,Yes,No
80,No,7,Two Year,No,Yes,No,Yes
74,No,0,Two Year,No,No,Yes,No
68,No,2,Two Year,No,Yes,No,Yes
70,No,7,One Year,No,Yes,No,Yes
70,No,8,One Year,No,Yes,No,Yes
71,No,0,Two Year,No,No,Yes,No
80,No,0,Two Year,No,No,Yes,No
80,No,0,Two Year,No,No,No,No
80,No,0,Two Year,No,No,No,No
73,No,5,Two Year,No,Yes,No,Yes
72,No,0,Two Year,No,No,No,No
74,No,0,Two Year,No,No,No,No
69,No,10,One Year,No,Yes,Yes,Yes
65,No,0,Two Year,No,No,No,No
73,No,0,Two Year,No,No,No,No
66,No,0,Two Year,No,No,Yes,No
68,No,10,Two Year,No,Yes,No,Yes
75,No,0,Two Year,No,No,No,No
72,No,0,One Year,No,No,No,No
69,No,0,Two Year,No,No,No,No
67,No,0,One Year,No,No,Yes,No
68,No,0,Two Year,No,No,Yes,No
66,No,5,Two Year,No,Yes,No,Yes
79,No,0,Two Year,No,No,No,No
67,No,0,Two Year,No,No,No,No
77,No,5,Two Year,Yes,Yes,No,Yes
80,No,7,One Year,Yes,Yes,No,Yes
68,No,4,Two Year,No,Yes,No,Yes
80,No,0,Two Year,No,No,No,No
77,No,5,One Year,No,Yes,No,Yes
75,No,7,One Year,No,Yes,No,Yes
73,No,0,Two Year,No,No,No,No
67,No,0,Two Year,No,No,No,No
73,No,1,Two Year,No,Yes,No,Yes
65,No,10,One Year,No,Yes,No,Yes
65,No,0,One Year,No,No,Yes,No
72,No,4,Two Year,No,Yes,Yes,Yes
78,No,0,Two Year,No,No,No,No
72,No,2,One Year,No,Yes,No,Yes
70,No,4,Two Year,No,Yes,Yes,Yes
77,No,7,Two Year,No,Yes,Yes,Yes
65,No,1,One Year,No,Yes,Yes,Yes
79,No,5,One Year,No,Yes,No,Yes
71,No,0,Two Year,No,No,Yes,No
70,No,0,Two Year,No,No,No,No
73,No,7,Two Year,No,Yes,No,Yes
65,No,4,Two Year,Yes,Yes,No,Yes
79,No,8,Two Year,No,Yes,No,Yes
69,No,5,One Year,No,Yes,No,Yes
66,No,0,One Year,No,No,Yes,No
76,No,4,Month-to-Month,No,Yes,No,Yes
78,No,0,Month-to-Month,No,No,No,No
73,No,10,Month-to-Month,No,Yes,No,Yes
65,No,0,Month-to-Month,No,No,No,No
75,No,0,One Year,Yes,Yes,No,No
68,No,1,One Year,No,Yes,Yes,Yes
79,No,1,Two Year,No,Yes,No,Yes
66,No,1,One Year,Yes,Yes,Yes,Yes
73,No,0,One Year,No,No,No,No
80,No,1,Month-to-Month,No,Yes,No,Yes
65,No,0,Month-to-Month,No,No,No,No
73,No,3,Month-to-Month,No,Yes,No,Yes
73,No,0,Month-to-Month,No,No,No,No
70,No,0,Month-to-Month,No,No,Yes,No
67,No,0,Two Year,No,No,Yes,No
75,No,7,Month-to-Month,No,Yes,No,Yes
65,No,8,Month-to-Month,No,Yes,No,Yes
78,No,0,Month-to-Month,No,No,No,No
79,No,1,Month-to-Month,No,Yes,Yes,Yes
69,No,1,Month-to-Month,Yes,Yes,No,Yes
72,No,0,One Year,No,No,No,No
69,No,2,Month-to-Month,No,Yes,No,Yes
77,No,9,Month-to-Month,No,Yes,No,Yes
65,No,7,One Year,Yes,Yes,No,Yes
68,No,0,One Year,No,No,No,No
65,No,10,Two Year,No,Yes,Yes,Yes
68,No,7,Month-to-Month,No,Yes,No,Yes
79,No,0,One Year,No,No,Yes,No
65,No,1,Month-to-Month,No,Yes,No,Yes
77,No,5,Two Year,No,Yes,Yes,Yes
77,No,0,Month-to-Month,No,No,No,No
69,No,7,One Year,No,Yes,No,Yes
79,No,3,One Year,No,Yes,No,Yes
73,No,3,One Year,No,Yes,Yes,Yes
70,No,1,Month-to-Month,No,Yes,No,Yes
71,No,1,Month-to-Month,No,Yes,No,Yes
78,No,1,Month-to-Month,No,Yes,No,Yes
73,No,1,Two Year,No,Yes,Yes,Yes
75,No,0,Month-to-Month,No,No,Yes,No
78,No,5,One Year,No,Yes,Yes,Yes
67,No,0,Month-to-Month,No,No,No,No
66,No,4,Two Year,No,Yes,No,Yes
71,No,3,Two Year,No,Yes,No,Yes
74,No,10,Two Year,No,Yes,No,Yes
71,No,1,One Year,No,Yes,Yes,Yes
69,No,0,Two Year,No,No,Yes,No
76,No,5,One Year,Yes,Yes,No,Yes
78,No,1,One Year,No,Yes,No,Yes
77,No,0,Month-to-Month,No,No,No,No
72,No,1,Two Year,No,Yes,Yes,Yes
76,No,0,Month-to-Month,No,No,No,No
71,No,0,Month-to-Month,No,Yes,No,No
79,No,0,One Year,No,No,No,No
72,No,7,Month-to-Month,No,Yes,Yes,Yes
77,No,0,One Year,No,No,Yes,No
65,No,0,One Year,No,No,No,No
72,No,8,Month-to-Month,No,Yes,Yes,Yes
65,No,2,One Year,No,Yes,No,Yes
65,No,7,Month-to-Month,No,Yes,No,Yes
68,No,2,Month-to-Month,No,Yes,No,Yes
76,No,2,One Year,Yes,Yes,No,Yes
70,No,2,Two Year,No,Yes,No,Yes
73,No,9,Month-to-Month,No,Yes,Yes,Yes
77,No,10,One Year,No,Yes,No,Yes
74,No,2,One Year,No,Yes,Yes,Yes
79,No,7,Two Year,No,Yes,No,Yes
69,No,0,Month-to-Month,No,Yes,Yes,No
80,No,0,Two Year,No,No,No,No
77,No,8,Month-to-Month,Yes,Yes,No,Yes
67,No,0,Two Year,No,No,Yes,No
79,No,10,Two Year,No,Yes,No,Yes
66,No,0,Month-to-Month,No,No,No,No
72,No,9,Two Year,No,Yes,Yes,Yes
75,No,4,Two Year,No,Yes,Yes,Yes
65,No,0,Two Year,No,No,No,No
71,No,8,One Year,No,Yes,No,Yes
70,No,0,One Year,No,No,No,No
79,No,9,Month-to-Month,No,Yes,No,Yes
79,No,8,Month-to-Month,No,Yes,No,Yes
66,No,1,Month-to-Month,No,Yes,Yes,Yes
75,No,6,Month-to-Month,No,Yes,Yes,Yes
77,No,0,Two Year,No,No,Yes,No
66,No,1,Two Year,No,Yes,Yes,Yes
66,No,1,Month-to-Month,No,Yes,No,Yes
71,No,1,Month-to-Month,No,Yes,No,Yes
65,No,0,Month-to-Month,No,No,No,No
65,No,6,Month-to-Month,No,Yes,No,Yes
80,No,2,Month-to-Month,No,Yes,No,Yes
76,No,2,One Year,No,Yes,No,Yes
74,No,0,One Year,No,No,Yes,No
74,No,4,Two Year,No,Yes,No,Yes
65,No,4,Month-to-Month,No,Yes,No,Yes
80,No,3,Two Year,No,Yes,No,Yes
75,No,0,Month-to-Month,No,No,No,No
70,No,0,Month-to-Month,No,No,No,No
68,No,4,Month-to-Month,No,Yes,No,Yes
76,No,0,Month-to-Month,No,No,No,No
70,No,7,Month-to-Month,Yes,Yes,Yes,Yes
75,No,8,Month-to-Month,Yes,Yes,Yes,Yes
69,No,0,One Year,No,No,No,No
80,No,0,Month-to-Month,No,No,No,No
72,No,0,One Year,No,No,No,No
79,No,1,One Year,No,Yes,Yes,Yes
66,No,0,Two Year,No,No,No,No
70,No,1,Month-to-Month,Yes,Yes,Yes,Yes
68,No,0,Month-to-Month,No,No,No,No
77,No,1,One Year,No,Yes,No,Yes
80,No,0,Month-to-Month,No,No,No,No
75,No,0,Month-to-Month,No,No,No,No
69,No,9,Two Year,Yes,Yes,No,Yes
69,No,0,Month-to-Month,No,No,No,No
72,No,0,Two Year,No,No,Yes,No
67,No,6,One Year,Yes,Yes,No,Yes
69,No,0,Month-to-Month,No,No,No,No
66,No,10,Month-to-Month,No,Yes,No,Yes
70,No,3,Month-to-Month,No,Yes,No,Yes
77,No,6,One Year,No,Yes,No,Yes
71,No,0,Month-to-Month,No,No,No,No
70,No,3,Two Year,No,Yes,No,Yes
77,No,4,Two Year,No,Yes,Yes,Yes
69,No,0,Month-to-Month,No,No,No,No
75,No,3,Month-to-Month,Yes,Yes,No,Yes
78,No,0,Month-to-Month,No,No,No,No
68,No,3,Two Year,No,Yes,No,Yes
68,No,0,Two Year,No,No,No,No
66,No,0,Month-to-Month,No,No,No,No
78,No,0,Month-to-Month,No,No,No,No
72,No,0,Month-to-Month,No,No,No,No
79,No,6,Month-to-Month,No,Yes,No,Yes
73,No,10,Month-to-Month,No,Yes,No,Yes
67,No,0,Month-to-Month,No,Yes,No,No
73,No,2,One Year,No,Yes,Yes,Yes
72,No,7,One Year,No,Yes,No,Yes
72,No,10,One Year,No,Yes,No,Yes
68,No,0,Month-to-Month,No,No,No,No
75,No,0,One Year,No,No,No,No
76,No,4,Month-to-Month,No,Yes,No,Yes
68,No,0,Month-to-Month,No,No,No,No
65,No,0,Two Year,No,No,Yes,No
76,No,9,Month-to-Month,No,Yes,No,Yes
74,No,0,Month-to-Month,No,Yes,No,No
79,No,0,One Year,No,No,Yes,No
74,No,0,One Year,No,No,No,No
71,No,0,One Year,No,No,Yes,No
70,No,9,Month-to-Month,No,Yes,No,Yes
77,No,7,Month-to-Month,No,Yes,No,Yes
71,No,1,One Year,Yes,Yes,Yes,Yes
77,No,0,One Year,Yes,Yes,Yes,No
71,No,1,Month-to-Month,No,Yes,No,Yes
69,No,0,Month-to-Month,No,No,No,No
67,No,1,Two Year,No,Yes,No,Yes
76,No,2,One Year,No,Yes,Yes,Yes
77,No,0,One Year,No,No,No,No
67,No,8,Month-to-Month,No,Yes,Yes,Yes
72,No,0,One Year,No,No,Yes,No
79,No,9,Two Year,No,Yes,No,Yes
66,No,0,Month-to-Month,No,No,No,No
68,No,0,One Year,No,No,Yes,No
78,No,0,Month-to-Month,No,No,No,No
76,No,5,Two Year,No,Yes,Yes,Yes
72,No,5,Two Year,No,Yes,No,Yes
68,No,0,Month-to-Month,No,No,No,No
80,No,3,Month-to-Month,No,Yes,No,Yes
76,No,5,Month-to-Month,No,Yes,Yes,Yes
78,No,0,Month-to-Month,No,No,No,No
74,No,0,Month-to-Month,No,No,No,No
70,No,9,Two Year,No,Yes,No,Yes
66,No,0,Month-to-Month,No,No,No,No
67,No,8,One Year,No,Yes,No,Yes
68,No,5,Month-to-Month,No,Yes,No,Yes
65,No,8,Month-to-Month,No,Yes,No,Yes
76,No,7,One Year,No,Yes,No,Yes
74,No,1,One Year,Yes,Yes,Yes,Yes
72,No,0,Two Year,No,No,No,No
69,No,9,Two Year,No,Yes,Yes,Yes
72,No,1,One Year,No,Yes,Yes,Yes
80,No,0,Month-to-Month,No,No,Yes,No
77,No,1,Month-to-Month,No,Yes,No,Yes
65,No,0,Month-to-Month,No,No,Yes,No
69,No,0,Month-to-Month,No,No,No,No
71,No,0,Month-to-Month,No,No,No,No
68,No,0,One Year,No,No,Yes,No
69,No,0,One Year,No,No,No,No
75,No,1,One Year,No,Yes,Yes,Yes
77,No,0,Month-to-Month,No,No,Yes,No
66,No,0,Two Year,No,No,No,No
79,No,0,Two Year,No,No,Yes,No
66,No,3,Month-to-Month,No,Yes,No,Yes
77,No,1,Month-to-Month,No,Yes,Yes,Yes
77,No,1,One Year,No,Yes,Yes,Yes
72,No,0,One Year,No,No,No,No
78,No,8,Two Year,No,Yes,Yes,Yes
80,No,4,Month-to-Month,No,Yes,No,Yes
77,No,2,Month-to-Month,No,Yes,No,Yes
75,No,0,Month-to-Month,No,No,No,No
67,No,2,One Year,No,Yes,No,Yes
37,Yes,0,Month-to-Month,No,No,No,No
19,Yes,0,Month-to-Month,Yes,No,No,No
31,Yes,0,Month-to-Month,Yes,No,No,No
23,Yes,0,Month-to-Month,Yes,Yes,Yes,No
38,Yes,0,Month-to-Month,Yes,No,No,No
21,Yes,6,Month-to-Month,No,Yes,Yes,Yes
29,Yes,0,Month-to-Month,No,No,No,No
61,Yes,1,Month-to-Month,Yes,Yes,No,Yes
27,Yes,1,Month-to-Month,No,Yes,No,Yes
20,Yes,0,Month-to-Month,No,No,No,No
56,Yes,0,Month-to-Month,Yes,No,No,No
51,Yes,0,Month-to-Month,Yes,No,No,No
48,Yes,0,Month-to-Month,Yes,No,No,No
32,Yes,0,Month-to-Month,Yes,No,No,No
34,Yes,0,Month-to-Month,Yes,No,No,No
41,Yes,0,Month-to-Month,Yes,No,No,No
32,Yes,0,Month-to-Month,Yes,No,No,No
34,Yes,1,Month-to-Month,Yes,Yes,No,Yes
34,Yes,0,Month-to-Month,Yes,No,No,No
30,Yes,0,Month-to-Month,No,No,No,No
26,Yes,4,Two Year,No,Yes,Yes,Yes
37,Yes,0,Month-to-Month,Yes,Yes,No,No
62,Yes,1,Month-to-Month,Yes,Yes,No,Yes
21,Yes,0,Month-to-Month,Yes,No,No,No
27,Yes,6,Month-to-Month,No,Yes,No,Yes
64,Yes,0,Month-to-Month,No,No,No,No
45,Yes,0,Month-to-Month,No,No,No,No
53,Yes,0,Month-to-Month,No,No,Yes,No
63,Yes,0,Month-to-Month,No,No,No,No
32,Yes,0,Month-to-Month,Yes,No,No,No
26,Yes,5,Month-to-Month,Yes,Yes,No,Yes
42,Yes,0,Month-to-Month,Yes,No,No,No
26,Yes,1,Month-to-Month,Yes,Yes,Yes,Yes
24,Yes,5,One Year,No,Yes,No,Yes
54,Yes,0,Month-to-Month,No,No,No,No
51,Yes,0,Month-to-Month,Yes,No,No,No
48,Yes,0,Month-to-Month,Yes,No,No,No
29,Yes,4,Month-to-Month,No,Yes,No,Yes
39,Yes,5,Month-to-Month,Yes,Yes,No,Yes
62,Yes,0,Month-to-Month,Yes,No,No,No
43,Yes,0,Month-to-Month,Yes,No,Yes,No
19,Yes,0,Month-to-Month,No,No,No,No
39,Yes,0,Month-to-Month,Yes,No,No,No
50,Yes,2,Month-to-Month,No,Yes,Yes,Yes
22,Yes,0,Month-to-Month,No,Yes,No,No
40,Yes,0,Month-to-Month,Yes,No,No,No
22,Yes,0,Month-to-Month,No,No,No,No
37,Yes,0,Month-to-Month,No,No,No,No
47,Yes,1,Month-to-Month,No,Yes,No,Yes
41,Yes,3,Month-to-Month,No,Yes,No,Yes
51,Yes,0,Two Year,No,No,No,No
60,Yes,0,Month-to-Month,No,No,No,No
30,Yes,0,Month-to-Month,No,No,No,No
51,Yes,1,Month-to-Month,No,Yes,Yes,Yes
20,Yes,6,Month-to-Month,No,Yes,No,Yes
52,Yes,6,Month-to-Month,No,Yes,No,Yes
41,Yes,1,Month-to-Month,No,Yes,No,Yes
34,Yes,0,Month-to-Month,No,No,No,No
21,Yes,0,Month-to-Month,No,No,No,No
30,Yes,0,Month-to-Month,No,No,No,No
55,Yes,1,One Year,No,Yes,Yes,Yes
29,Yes,0,Month-to-Month,No,No,No,No
54,Yes,0,Month-to-Month,No,No,No,No
63,Yes,1,One Year,No,Yes,Yes,Yes
24,Yes,0,Two Year,No,No,No,No
61,Yes,2,Month-to-Month,No,Yes,No,Yes
47,Yes,0,Month-to-Month,No,No,No,No
26,Yes,5,Month-to-Month,No,Yes,No,Yes
40,Yes,0,Month-to-Month,No,No,No,No
54,Yes,0,Month-to-Month,No,No,No,No
22,Yes,0,Month-to-Month,No,No,No,No
48,Yes,1,Month-to-Month,No,Yes,Yes,Yes
26,Yes,0,Month-to-Month,No,No,No,No
64,Yes,0,Month-to-Month,No,No,No,No
63,Yes,0,Month-to-Month,No,No,No,No
30,Yes,2,Month-to-Month,No,Yes,No,Yes
59,Yes,0,Month-to-Month,No,No,No,No
52,Yes,0,Month-to-Month,No,No,No,No
23,Yes,4,Month-to-Month,No,Yes,No,Yes
22,Yes,3,Month-to-Month,No,Yes,No,Yes
49,Yes,0,Month-to-Month,No,No,No,No
20,Yes,0,Month-to-Month,No,No,No,No
54,Yes,0,Month-to-Month,No,No,No,No
58,Yes,1,Month-to-Month,No,Yes,No,Yes
21,Yes,3,Month-to-Month,No,Yes,No,Yes
61,Yes,0,Month-to-Month,No,No,No,No
60,Yes,3,Month-to-Month,No,Yes,No,Yes
25,Yes,0,Month-to-Month,No,No,No,No
52,Yes,0,Month-to-Month,No,Yes,No,No
52,Yes,0,Month-to-Month,No,No,No,No
61,Yes,0,Month-to-Month,No,No,Yes,No
40,Yes,0,Month-to-Month,No,No,No,No
28,Yes,3,Month-to-Month,No,Yes,No,Yes
32,Yes,1,Month-to-Month,No,Yes,No,Yes
32,Yes,0,Month-to-Month,No,No,No,No
28,Yes,1,Month-to-Month,No,Yes,No,Yes
51,Yes,0,One Year,No,No,No,No
49,Yes,0,Month-to-Month,No,No,No,No
49,Yes,4,Month-to-Month,No,Yes,Yes,Yes
64,Yes,1,Month-to-Month,No,Yes,Yes,Yes
55,Yes,0,Month-to-Month,No,No,Yes,No
47,Yes,0,Month-to-Month,No,No,No,No
22,Yes,2,Month-to-Month,No,Yes,No,Yes
51,Yes,0,Month-to-Month,No,No,No,No
33,Yes,0,Month-to-Month,No,No,No,No
52,Yes,0,Month-to-Month,No,No,Yes,No
29,Yes,5,Month-to-Month,No,Yes,No,Yes
31,Yes,0,Month-to-Month,No,No,No,No
44,Yes,0,Month-to-Month,No,No,No,No
50,Yes,2,One Year,No,Yes,No,Yes
48,Yes,1,Month-to-Month,No,Yes,No,Yes
28,Yes,0,Month-to-Month,No,No,No,No
52,Yes,0,Month-to-Month,No,No,Yes,No
32,Yes,1,Month-to-Month,No,Yes,No,Yes
20,Yes,1,Month-to-Month,No,Yes,Yes,Yes
27,Yes,0,Month-to-Month,No,No,No,No
20,Yes,7,Month-to-Month,No,Yes,No,Yes
26,Yes,1,Month-to-Month,No,Yes,No,Yes
57,Yes,3,Month-to-Month,No,Yes,No,Yes
38,Yes,0,Month-to-Month,No,No,No,No
57,Yes,0,Month-to-Month,No,No,No,No
30,Yes,0,Month-to-Month,No,No,No,No
23,Yes,0,Month-to-Month,No,No,No,No
40,Yes,2,One Year,No,Yes,No,Yes
48,Yes,0,Month-to-Month,No,No,No,No
52,Yes,0,Month-to-Month,No,No,No,No
47,Yes,0,Month-to-Month,No,No,No,No
23,Yes,0,Month-to-Month,No,No,No,No
19,Yes,0,Month-to-Month,No,No,No,No
48,Yes,1,Month-to-Month,No,Yes,No,Yes
63,Yes,0,Month-to-Month,No,No,No,No
23,Yes,1,Month-to-Month,No,Yes,No,Yes
54,Yes,0,Month-to-Month,No,No,No,No
27,Yes,0,Month-to-Month,No,No,No,No
48,Yes,1,Month-to-Month,No,Yes,No,Yes
26,Yes,0,Month-to-Month,No,No,No,No
29,Yes,0,Month-to-Month,No,No,Yes,No
51,Yes,0,Month-to-Month,No,No,No,No
37,Yes,0,Month-to-Month,No,No,No,No
